"id","file","sentences","class",,
1574,"C35_Folha_22-09-2022_16h54","Quão sérias são as ameaças nucleares de Putin?",0,,
1575,"C35_Folha_22-09-2022_16h54","Seriam armas táticas que, ao contrário das estratégicas, são concebidas para uso em campo de batalha, não para arrasar cidades inteiras.",0,,
1576,"C35_Folha_22-09-2022_16h54_titulo","Ameaças de Putin enfraquecem o tabu nuclear.",0,,
1577,"C35_Folha_22-09-2022_16h54_titulo","Risco de utilização desse armamento é maior hoje do que um ano atrás.",0,,
1578,"C35_OGlobo_21-09-2022_21h41","“Isso não é um blefe”, destacou Putin.",-1,"opinativo/especulativo",
1579,"C35_OGlobo_21-09-2022_21h41","As decisões de Putin foram duramente criticadas por líderes do Ocidente.",0,,
1580,"C35_OGlobo_21-09-2022_21h41","Dizem que os moradores é que vão decidir, nos próximos dias, se as áreas devem ou não ser anexadas pela Rússia.",1,,"opinion staements"
1581,"C35_OGlobo_21-09-2022_21h41","E a União Europeia classificou as medidas de Putin como uma ""aposta nuclear muito perigosa"".",0,,
1582,"C35_OGlobo_21-09-2022_21h41","Em um raro pronunciamento pela TV, o presidente russo fez graves ameaças aos países que apoiam a Ucrânia.",0,,
1583,"C35_OGlobo_21-09-2022_21h41","Isso representa cerca de 15% do total de reservistas do exército russo, segundo estimativas recentes.",0,,
1584,"C35_OGlobo_21-09-2022_21h41","Na terça-feira (20), autoridades russas que administram quatro regiões ocupadas pelas tropas de Putin anunciaram um plebiscito.",0,,
1585,"C35_OGlobo_21-09-2022_21h41","O anúncio ocorre na semana em que a guerra completa sete meses, depois de sucessivos avanços do exército ucraniano nos últimos dias.",0,,
1586,"C35_OGlobo_21-09-2022_21h41","O ministro da Defesa do Reino Unido disse que nem ameaças nem propagandas conseguem esconder que a Ucrânia está vencendo essa guerra.",0,,
1587,"C35_OGlobo_21-09-2022_21h41","O ministro da Defesa russo, Sergei Shoigu, deu mais detalhes:",0,,
1588,"C35_OGlobo_21-09-2022_21h41","O presidente-invasor disse que os países do Ocidente passaram do limite, e que eles tentam fazer uma ""chantagem nuclear"" contra a Rússia.",1,,
1589,"C35_OGlobo_21-09-2022_21h41","Putin ainda anunciou reforço para as tropas na Ucrânia.",0,,
1590,"C35_OGlobo_21-09-2022_21h41","serão 300 mil convocados.",0,,
1591,"C35_OGlobo_21-09-2022_21h41","Vai recrutar militares da reserva com experiência em operações.",0,,
1592,"C35_OGlobo_21-09-2022_21h41","Vladimir Putin anunciou nesta quarta-feira (21) a convocação de mais 300 mil reservistas para lutar na Ucrânia.",0,,
1593,"C35_OGlobo_21-09-2022_21h41","Vladimir Putin disse que tem ""uma variedade de armas de destruição, algumas mais modernas que a de países da Otan"", e que ""sem dúvida vai usar todos os meios caso a integridade territorial da Rússia seja ameaçada"".",0,,
1594,"C35_OGlobo_21-09-2022_21h41_titulo","‘Isso não é um blefe’, disse o presidente russo.",-1,,
1595,"C35_OGlobo_21-09-2022_21h41_titulo","A convocação para combater na Ucrânia representa cerca de 15% do total de reservistas do exército do país, segundo estimativas recentes.",0,,
1596,"C35_OGlobo_21-09-2022_21h41_titulo","Putin convoca 300 mil reservistas e ameaça Ocidente com guerra nuclear.",0,,
1597,"C36_Estadao_20-07-2007-11h56","ACM, como era conhecido, deu entrada no Instituto do Coração do Hospital das Clínicas (Incor), em São Paulo, no dia 13 de junho, para fazer exames de rotina.",0,,
1598,"C36_Estadao_20-07-2007-11h56","Não haverá nenhuma homenagem oficial em Brasília, a pedido da família.",0,,
1599,"C36_Estadao_20-07-2007-11h56","O presidente Luiz Inácio Lula da Silva  disponibilizou um avião da FAB para o translado do corpo do senador baiano de São Paulo para Salvador, onde será enterrado neste sábado, 21, às 17 horas, no cemitério Campo Santo, onde está enterrado o filho de ACM, Luiz Eduardo Magalhães, morto em 1998.",0,,
1600,"C36_Estadao_20-07-2007-11h56","O senador Antonio Carlos Magalhães (DEM-BA), de 79 anos, morreu nesta sexta-feira, 20, às 11h40, por falência múltipla de órgãos.",0,,
1601,"C36_Estadao_20-07-2007-11h56","O senador sofria de problemas renais, diabetes e era cardíaco.",0,,
1602,"C36_Estadao_20-07-2007-11h56","O velório será no Palácio da Aclamação, que foi durante anos a residência oficial dos governadores do Estado.",0,,
1603,"C36_Estadao_20-07-2007-11h56_titulo","Internado desde 13 de junho, ACM sofreu falência múltipla de órgão",0,,
1604,"C36_Estadao_20-07-2007-11h56_titulo","Morre o senador Antonio Carlos Magalhães, aos 79 anos.",0,,
1605,"C36_Folha","A expectativa é que o corpo de ACM seja levado para Salvador (BA), onde nasceu.",0,,
1606,"C36_Folha","A família ainda não confirmou o local onde será realizado o velório e o enterro do senador.",0,,
1607,"C36_Folha","A Folha Online apurou que ele teria tido uma parada cardíaca na madrugada desta sexta-feira.",0,"elevou o tom do seu discurso",
1608,"C36_Folha","A informação foi transmitida aos parentes e amigos próximos de ACM.",0,"subida de tom",
1609,"C36_Folha","A pedido da família do senador não foi autorizada divulgação de informações sobre seu estado de saúde.",0,,
1610,"C36_Folha","ACM era cardiopata, portador de insuficiência cardíaca congestiva, em decorrência de um infarto, ocorrido em 1989.",0,,
1611,"C36_Folha","ACM estava internado no InCor-SP (Instituto do Coração), do Hospital das Clínicas, desde o dia 13 de junho, quando deu entrada para tratar de complicações renais e cardíacas.",0,,
1612,"C36_Folha","Desde então, ACM vinha se submetendo a check-ups de rotina todo mês.",0,,"opinion staements"
1613,"C36_Folha","Em abril, o senador foi internado no InCor com insuficiência cardíaca.",0,,
1614,"C36_Folha","Na ocasião, ele foi submetido a uma série de exames no InCor.",0,,
1615,"C36_Folha","No começo deste mês, ACM apresentou complicações gástricas.",0,,
1616,"C36_Folha","No final de maio, o parlamentar sentiu-se mal no Senado e chegou a cair em frente ao seu gabinete.",0,,
1617,"C36_Folha","No seu período de internação, ele apresentou oscilações entre melhoras e agravamento do estado de saúde.",0,,
1618,"C36_Folha","O estado de saúde do senador começou a se complicar neste ano, a partir de março, quando o político ficou internado para se curar de uma pneumonia e de uma disfunção renal.",0,,
1619,"C36_Folha","O senador Antonio Carlos Magalhães (DEM-BA) morreu às 11h40 de hoje, aos 79 anos, em São Paulo, em decorrência de falência de múltiplos órgãos secundária à insuficiência cardíaca.",0,,
1620,"C36_Folha","O senador, que completaria 80 anos em 4 de setembro, deixa a mulher, Arlete, e os filhos Antonio Carlos Magalhães Júnior e Teresa Helena Magalhães Mata Pires.",0,,
1621,"C36_Folha","Os familiares de ACM estão no hospital.",0,,
1622,"C36_Folha","Outros dois filhos de ACM já morreram: Luís Eduardo Maron de Magalhães e Ana Lúcia Maron de Magalhães.",0,,
1623,"C36_Folha_titulo","ACM morre aos 79 anos em São Paulo.",0,,
1624,"C36_Folha_titulo","Adversário político de ACM, governador Jaques Wagner decreta luto oficial de cinco dias na BA;",0,,
1625,"C36_Folha_titulo","enterro será hoje em Salvador.",0,,
1626,"C36_Folha_titulo","Ex-governador da Bahia, senador Antonio Carlos Magalhães teve falência múltipla de órgãos;",0,,
1627,"C36_Folha_titulo","filho mais velho assumirá a vaga no Senado.",0,,
1628,"C36_OGlobo","A família pediu que o corpo fosse levado diretamente para a Bahia.",0,,
1629,"C36_OGlobo","A primeira, entre 7 e 15 de março, foi para tratar de uma pneumonia.",0,,
1630,"C36_OGlobo","ACM já tinha sofrido infarto em 1989 e já tinha recebido três pontes de safena.",0,,
1631,"C36_OGlobo","Ao saber da piora no quadro de saúde do senador, familiares e amigos íntimos foram acionados e começaram a se dirigir ao Incor.",0,,
1632,"C36_OGlobo","Depois, entre 17 e 20 de abril, voltou para cuidar de insuficiência cardíaca e renal.",0,,
1633,"C36_OGlobo","Diante da forte emoção de parentes do senador na madrugada desta sexta-feira, reunida numa cerimônia religiiosa, chegou a ser divulgado que o senador falecera naquela hora.",1,,
1634,"C36_OGlobo","E o enterro deverá ser no fim da tarde de sábado.",0,,
1635,"C36_OGlobo","Ele era diabético e tinha também problemas renais.",0,,
1636,"C36_OGlobo","Em maio, ACM passou mal no Senado e chegou a desmaiar em frente ao seu gabinete.",0,,
1637,"C36_OGlobo","Foi confirmada às 11h40m desta sexta-feira a morte do senador Antônio Carlos Magalhães (DEM-BA), de 79 anos.",0,,
1638,"C36_OGlobo","Na época, realizou uma bateria de exames também no Incor.",0,,
1639,"C36_OGlobo","O corpo só chegará à noite em Salvador.",0,,
1640,"C36_OGlobo","O deputado ACM Neto (DEM-BA) acompanhava o avô desde sua internação.",0,,
1641,"C36_OGlobo","O político baiano estava internado desde o dia 13 de junho.",0,,
1642,"C36_OGlobo","O senador teve seu estado de saúde piorado na semana passada, por causa de complicações gastrointestinais.",0,,
1643,"C36_OGlobo","O velório será no Palácio da Aclamação.",0,,
1644,"C36_OGlobo","Segundo comunicado do Instituto do Coração (Incor), em São Paulo, a morte foi ""decorrência de falência de múltiplos órgãos secundária à insuficiência cardíaca"".",0,,
1645,"C36_OGlobo","Segundo informações do jornalista Ricardo Noblat, o presidente Luiz Inácio Lula da Silva mandou a FAB por dois aviões à disposição da família do senador.",0,,
1646,"C36_OGlobo","Segundo o cerimonial do Senado, não haverá homenagens em Brasília.",0,,
1647,"C36_OGlobo","Somente este ano, o senador se internou por três vezes no Incor.",0,,
1648,"C36_OGlobo_titulo","ACM havia sido hospitalizado em quatro oportunidades neste ano.",0,,
1649,"C36_OGlobo_titulo","Morre, aos 79 anos, o senador Antonio Carlos Magalhães.",0,,
1650,"C36_OGlobo_titulo","O político baiano era diabético e tinha problemas renais e cardíacos.",0,,
1651,"C37_Estadao_17-10-2007_10h06","A rebelião começou por volta das 13 horas, após uma tentativa de fuga frustrada.",0,,
1652,"C37_Estadao_17-10-2007_10h06","A unidade permanece sem luz e água.",0,,
1653,"C37_Estadao_17-10-2007_10h06","Houve troca de tiros e dois agentes penitenciários e três presos ficaram feridos.",0,,
1654,"C37_Estadao_17-10-2007_10h06","O chefe da rebelião deverá ser transferido da unidade.",0,,
1655,"C37_Estadao_17-10-2007_10h06","Os presos estão se comunicando através de celulares, de acordo com o secretário e dizem possuir duas armas dentro do Centro.",0,,
1656,"C37_Estadao_17-10-2007_10h06","Pelo menos 30 pessoas, entre elas 16 crianças, estão sendo mantidas reféns desde a tarde de terça-feira, 16, pelos detentos do Centro de Custódia de Presos de Justiça (CCPJ), no Centro de São Luís, no Maranhão.",0,,
1657,"C37_Estadao_17-10-2007_10h06","Policiais da Força Nacional estão do lado de fora do CCPJ e é aguardada a presença do Batalhão Especial da Polícia para dar prosseguimento às negociações.",0,,
1658,"C37_Estadao_17-10-2007_10h06","Segundo informações do secretário adjunto da Administração Penitenciária, Sindonis Souza da Cruz, a fuga teve início quando um preso de prenome Bruno começou a atirar contra agentes penitenciários, no momento em que era servido lanches para os visitantes, durante as comemorações do Dia das Crianças.",0,,
1659,"C37_Estadao_17-10-2007_10h06_titulo","Motim começou na hora em que era servido lanches para visitantes, nas comemorações do Dia das Crianças.",0,,
1660,"C37_Estadao_17-10-2007_10h06_titulo","Presos fazem 16 crianças reféns em rebelião no MA.",0,,
1661,"C37_Folha_18-10-2007","Cerca de 25 pessoas, sendo 17 crianças, que visitavam familiares ficaram dentro do presídio até o final do motim.",0,,
1662,"C37_Folha_18-10-2007","Dois presos foram feridos quando um agente reagiu.",0,,
1663,"C37_Folha_18-10-2007","Mesmo com a Força Nacional de Segurança atuando em presídios do Maranhão, um preso armado com dois revólveres iniciou mais uma rebelião na CCPJ (Central de Custódia de Presos de Justiça) do Anil, em São Luís, na tarde de anteontem.",0,,
1664,"C37_Folha_18-10-2007","Nenhum dos dois corre risco de morte.",0,,
1665,"C37_Folha_18-10-2007","Nenhum familiar ficou ferido.",0,,
1666,"C37_Folha_18-10-2007","O detento atirou contra um agente penitenciário e uma auxiliar de enfermagem.",0,,
1667,"C37_Folha_18-10-2007","O fornecimento de água e energia foi cortado.",0,,
1668,"C37_Folha_18-10-2007_titulo","Motim que deixou 17 crianças reféns acaba com 2 baleados.",0,,
1669,"C37_OGlobo_17-10-2007_12h21","A água e a luz da unidade chegaram a ser cortadas.",0,,
1670,"C37_OGlobo_17-10-2007_12h21","A cadeia abriga 203 detentos, mas só tem capacidade para 80.",0,,
1671,"C37_OGlobo_17-10-2007_12h21","A Secretaria de Segurança deve abrir sindicância para averiguar como a arma entrou no presídio.",0,,
1672,"C37_OGlobo_17-10-2007_12h21","A Tropa de Choque entrou no presídio depois que Charlene Ribeiro da Silva, esposa do detento Bruno Monteiro da Silva - suspeito de chefiar a rebelião - conversou com o diretor da unidade.",0,,
1673,"C37_OGlobo_17-10-2007_12h21","Alguns menores saíram demaiados e foram conduzidos para o atendimento médico.",0,,
1674,"C37_OGlobo_17-10-2007_12h21","Após quase 24 horas de tensão, terminou no fim da manhã desta quarta-feira a rebelião na Central de Custódia de Presos de Justiça (CCJP) no Maranhão.",0,,
1675,"C37_OGlobo_17-10-2007_12h21","As negociações foram feitas por um pequeno buraco no muro do presídio.",0,,
1676,"C37_OGlobo_17-10-2007_12h21","Até agora as celas não foram reparadas.",0,,
1678,"C37_OGlobo_17-10-2007_12h21","Depois que os presos entregaram o revólver usado para dar início ao motim, a Tropa de Choque da Polícia Militar entrou no presídio e liberou os 30 reféns - sendo 16 crianças.",0,,
1679,"C37_OGlobo_17-10-2007_12h21","Ele saiu atirando, acertando a cabeça de um agente e o braço de outro - contou o secretário-adjunto de Administração Penitenciária, Sidones Cruz.",0,,
1680,"C37_OGlobo_17-10-2007_12h21","Esta é a terceira rebelião em São Luís só neste mês.",0,,
1681,"C37_OGlobo_17-10-2007_12h21","Neste mesmo pavilhão, no início deste mês, os presos quebraram objetos e fizeram um túnel para tentar uma fuga em massa.",0,,
1682,"C37_OGlobo_17-10-2007_12h21","O motim começou durante a festa do Dia das Crianças.",0,,
1677,"C37_OGlobo_17-10-2007_12h21","O preso Bruno agiu de forma traiçoeira e covarde, sem dar oportunidade para os agentes que distribuíam lanches às crianças.",0,,
1683,"C37_OGlobo_17-10-2007_12h21","Quatro pessoas teriam ficado feridas.",0,,
1684,"C37_OGlobo_17-10-2007_12h21","Segundo ela, o diretor assinou um termo de compromisso onde dá garantias de que os presos não serão torturados depois do motim e que Bruno será transferido para outra unidade.",0,,
1685,"C37_OGlobo_17-10-2007_12h21_titulo","Crianças são liberadas e termina rebelião no Maranhão",0,,
1686,"C38_Estadao_17-07-2007_12h03","""A gente nadou muito bem"", contou Thiago.",-1,,
1687,"C38_Estadao_17-07-2007_12h03","""Começamos muito bem a disputa da natação com duas medalhas de ouro.",-1,,
1688,"C38_Estadao_17-07-2007_12h03","""Nós arregaçamos a marca anterior do Brasil em quase oito segundos"", contou Rodrigo, um dos mais felizes do quarteto.",-1,,
1689,"C38_Estadao_17-07-2007_12h03","A equipe de revezamento 4x200 metros livre conquistou nesta terça-feira a segunda medalha de ouro da natação brasileira nos Jogos Pan-Americanos do Rio.",0,"opinativo/especulativo",
1690,"C38_Estadao_17-07-2007_12h03","A marca também derrubou o recorde sul-americano, que pertencia ao quarteto brasileiro (7min20s00), estabelecida no Mundial de Melbourne.",0,"cutucou","word choice"
1691,"C38_Estadao_17-07-2007_12h03","A torcida apoiou muito a gente e isso foi fundamental.",0,,
1692,"C38_Estadao_17-07-2007_12h03","Agora, temos de lutar até o resto da semana pelo maior número de medalhas possível.",0,,
1693,"C38_Estadao_17-07-2007_12h03","Antes de participar do revezamento, Thiago havia conquistado o ouro na disputa dos 400 metros medley.",0,,
1694,"C38_Estadao_17-07-2007_12h03","De quebra, eles fizeram história ao cravar o tempo de 7min12s27 e superar os Estados Unidos - foi a primeira derrota norte-americana na competição.",0,"não perdeu o poder ofensivo","opinion staements"
1695,"C38_Estadao_17-07-2007_12h03","Estou muito feliz e espero continuar assim até o final.",0,,
1696,"C38_Estadao_17-07-2007_12h03","Na prova desta terça-feira, o quarteto dos Estados Unidos terminou com o tempo de 7min15s00, enquanto os canadenses faturaram o bronze, com 7min17s73.",0,,
1697,"C38_Estadao_17-07-2007_12h03","O nadador, que ainda participará de mais seis provas (100 metros costas, 200 metros costas, 200 metros peito, 200 metros medley, 4x100 medley e revezamento 4x100), tenta quebrar o recorde de Djan Madruga, que tem seis pódios.",0,,
1698,"C38_Estadao_17-07-2007_12h03","O tempo estabelecido pelos brasileiros ainda derrubou o recorde Pan-Americano, que pertencia aos Estados Unidos (7min18s93), em Santo Domingo (2003).",0,,
1699,"C38_Estadao_17-07-2007_12h03","O time, que já tem vaga garantida para os Jogos Olímpicos de Pequim, em 2008, foi composto por Rodrigo Castro, Nícolas Oliveira, Thiago Pereira e Lucas Salatta.",0,,
1700,"C38_Estadao_17-07-2007_12h03","Thiago, que abriu o revezamento, foi o grande destaque do quarteto nas piscinas do Parque Aquático Maria Lenk.",0,,
1701,"C38_Estadao_17-07-2007_12h03_titulo","Brasil leva ouro no revezamento 4x200 metros livre",0,,
1702,"C38_Estadao_17-07-2007_12h03_titulo","Quarteto brasileiro quebra recorde pan-americano e derrota Estados Unidos pela primeira vez",0,,
1703,"C38_Folha_17-07-2007_12h15","A equipe formada por Thiago Pereira, Rodrigo Castro, Lucas Salatta e Nicolas Oliveira deu ao Brasil nesta terça-feira o terceiro ouro nos Jogos Pan-Americanos do Rio-2007, na prova do revezamento 4 x 200 m livre da natação.",0,"mind reading ",
1704,"C38_Folha_17-07-2007_12h15","Jamais na história do Pan os Estados Unidos haviam perdido o ouro nesta modalidade.",0,,"mind reading"
1705,"C38_Folha_17-07-2007_12h15","Marcelus Marcili ficou com o bronze no skiff simples, e a dupla formada por Anderson Nocetti e Alan Bitencourt também ficou em terceiro na final da categoria dois sem timoneiro.",0,,
1706,"C38_Folha_17-07-2007_12h15","O grande destaque da prova foi Nicolas Oliveira, quarto nadador brasileiro a cair na água.",1,,
1707,"C38_Folha_17-07-2007_12h15","O quarteto brasileiro terminou a prova com o tempo de 7min12s27, recorde pan-americano, à frente dos EUA, segundo lugar, e do Canadá, que ficou com o bronze.",0,,
1708,"C38_Folha_17-07-2007_12h15","Pouco antes Thiago Pereira já havia conquistado a segunda medalha de ouro brasileira no dia na final dos 400 m medley, superando o norte-americano Robert Margalis e o canadense Keith Beavers.",0,,
1709,"C38_Folha_17-07-2007_12h15","Também nesta terça, outras duas medalhas também foram conquistadas por brasileiros, ambas no remo.",0,,
1710,"C38_Folha_17-07-2007_12h15_titulo","Equipe de revezamento 4 x 200 m conquista o terceiro ouro para o Brasil",0,,
1711,"C38_OGlobo_28-07-2007_00h00","Com o ouro de Sabine Heitling e o bronze de Zenaide Vieira nos 3.000m com obstáculos, além do ouro de Fábio Silva no salto com vara logo depois, o país chegou a 20 medalhas (6 de ouro, 6 de prata e 8 de bronze).",0,,
1712,"C38_OGlobo_28-07-2007_00h00","Em Winnipeg, 1999, e Santo Domingo, 2003, o atletismo tinha conseguido 16 medalhas.",0,,
1713,"C38_OGlobo_28-07-2007_00h00","Jadel Gregório é favorito ao ouro no salto triplo.",0,,
1714,"C38_OGlobo_28-07-2007_00h00","No domingo, na maratona, Vanderlei Cordeiro e Franck Caldeira também dvem pegar medalha.",0,,"mind reading"
1715,"C38_OGlobo_28-07-2007_00h00","O Brasil tem ainda boas chances de medalhas neste penúltimo dia de competições:",1,,
1716,"C38_OGlobo_28-07-2007_00h00","O gaúcho Fabiano Peçanha levou o bronze na mesma prova.",0,,
1717,"C38_OGlobo_28-07-2007_00h00","O recorde de ouro do atletismo brasileiro é de 7, no Pan de Winnipeg.",0,,
1718,"C38_OGlobo_28-07-2007_00h00","RIO - A medalha de prata de Kleberson Davide nos 800m, neste sábado, foi a 17ª do atletismo brasileiro no Pan do Rio, recorde deste esporte em Pan-Americanos.",0,,
1719,"C38_OGlobo_28-07-2007_00h00_titulo","Atletismo brasileiro quebra recorde de medalhas em Pan",0,,
1720,"C39_Estadao_28-04-2022_11h47","“Embora os Estados tenham o dever de investigar e processar os atos de corrupção e manter a população informada, especialmente em relação a um ex-chefe de Estado, tais ações devem ser conduzidas de forma justa e respeitar as garantias do devido processo legal”, disse o membro do Comitê Arif Bulkan, segundo nota divulgada pela ONU.",-1,,
1721,"C39_Estadao_28-04-2022_11h47","A argumentação de Moro, à época, era de que as escutas sobre o escritório foram autorizadas porque o número da banca de advocacia estava registrado como referência da empresa de palestras de Lula.",0,,
1722,"C39_Estadao_28-04-2022_11h47","A decisão levou em consideração a autorização da interceptação telefônica do escritório de advocacia da defesa do ex-presidente Lula, no âmbito da Operação Alethea, fase da Lava Jato que conduziu coercitivamente o petista para depoimento e cumpriu buscas e apreensões em sua residência.",0,"insignificante",
1723,"C39_Estadao_28-04-2022_11h47","A defesa do petista moveu diversos recursos ao longo dos anos em que pedia pela destruição dos áudios.",0,,
1724,"C39_Estadao_28-04-2022_11h47","À época, Lula estava sob investigação da Lava Jato.",0,,
1725,"C39_Estadao_28-04-2022_11h47","A interceptação ilegal do escritório de advocacia que defende o ex-presidente Lula, a divulgação de grampos da Lava Jato e o impedimento do petista à disputa da Presidência em 2018 motivaram o Comitê de Direitos Humanos da ONU a concluir que a força-tarefa da Operação Lava Jato e o ex-juiz Sérgio Moro foram parciais na condução das investigações e dos processos.",0,,
1726,"C39_Estadao_28-04-2022_11h47","A retirada de sigilo de chamadas telefônicas interceptadas entre Lula e a então presidente Dilma Rousseff, em 2016, também foi mencionada pela ONU.",0,,
1727,"C39_Estadao_28-04-2022_11h47","As conversas foram tornadas públicas pelo ex-juiz.",0,,
1728,"C39_Estadao_28-04-2022_11h47","Em 2018, por exemplo, a ONU deferiu uma medida cautelar para permitir que Lula fosse candidato.",0,,
1729,"C39_Estadao_28-04-2022_11h47","Foram 14 horas de ligações.",0,,
1730,"C39_Estadao_28-04-2022_11h47","Mesmo assim, o Tribunal Superior Eleitoral manteve sua inelegibilidade em razão da condenação no caso triplex.",0,,
1731,"C39_Estadao_28-04-2022_11h47","Na prática, entretanto, a decisão da ONU não deve trazer sanções ao País ou aos integrantes da Lava Jato, mas será usada por Lula e seus aliados para cobrar indenizações na Justiça - uma nova ação popular já foi protocolada ontem por parlamentares petistas.",0,,
1732,"C39_Estadao_28-04-2022_11h47","No entanto, não há como obrigar o governo a executar as medidas.",0,"de forma tranquila","opinion staements"
1733,"C39_Estadao_28-04-2022_11h47","O colegiado da ONU, que divulga a íntegra da decisão nesta quinta-feira, 28, determinou que o governo brasileiro dê ampla publicidade às conclusões e promova a reparação de danos causados pela Lava Jato a Lula.",0,,
1734,"C39_Estadao_28-04-2022_11h47","O comitê também afirma que as ""violações processuais tornaram arbitrária a proibição a Lula de concorrer à Presidência e, portanto, em violação de seus direitos políticos, incluindo seu direito de apresentar candidatura a eleições para cargos públicos”.",0,,
1735,"C39_Estadao_28-04-2022_11h47","O cumprimento é considerado obrigatório, já que o Brasil é signatário do Pacto Internacional de Direitos Civis e Políticos e aderiu à jurisdição do Comitê.",0,,
1736,"C39_Estadao_28-04-2022_11h47","Os diálogos foram captados em um período que excedia o autorizado pela decisão que autorizou a quebra.",0,,
1737,"C39_Estadao_28-04-2022_11h47","Os grampos mostraram o famoso diálogo em que Dilma sugeria a Lula que enviaria um termo de posse para que ele usasse “em caso de necessidade”.",0,,
1738,"C39_Estadao_28-04-2022_11h47","Segundo a decisão, o Brasil tem 180 dias para apresentar à ONU as medidas que tomou para cumprir as determinações.",0,,
1739,"C39_Estadao_28-04-2022_11h47_titulo","Comitê da ONU determina que governo brasileiro divulgue decisão a favor de Lula.",0,"numa atitude que incomoda a tradição do itamarity","mind reading"
1740,"C39_Estadao_28-04-2022_11h47_titulo","Comitê de Direitos Humanos citou grampos e impedimento da candidatura de Lula em 2018 para considerar Moro e Lava Jato parciais;",0,,
1741,"C39_Estadao_28-04-2022_11h47_titulo","na prática, porém, colegiado não tem como obrigar governo a agir.",0,,
1742,"C39_Folha_28-04-2022_09h28","""A investigação e o processo penal contra o ex-presidente Lula da Silva violaram seu direito a ser julgado por um tribunal imparcial, seu direito à privacidade e seus direitos políticos"", afirma nota do órgão.",-1,,
1743,"C39_Folha_28-04-2022_09h28","""Conseguimos o reconhecimento não apenas no Brasil, mas também em uma corte mundial, que a Operação Lava Jato, o ex-juiz Sergio Moro e o procurador Deltan Dallagnol atuaram de forma ilegal, arbitrária e afrontando um tratado internacional da ONU"", seguiu o advogado.",-1,,
1744,"C39_Folha_28-04-2022_09h28","""É uma vitória não só do ex-presidente Lula, mas de todos aqueles que acreditam na democracia e no Estado de direito"", disse Zanin à imprensa na manhã desta quinta-feira (28).",-1,,
1745,"C39_Folha_28-04-2022_09h28","""Embora os Estados tenham o dever de investigar e processar os atos de corrupção e manter a população informada, especialmente em relação a um ex-chefe de Estado, tais ações devem ser conduzidas de forma justa e respeitar as garantias do devido processo legal"", disse em nota o membro do comitê Arif Bulkan.",-1,"mais duros",
1746,"C39_Folha_28-04-2022_09h28","A afirmação do comitê não tem nenhum efeito jurídico, mas tem peso político para fortalecer o discurso de Lula de perseguição política às vésperas da disputa eleitoral na qual lidera as pesquisas de intenção de voto.",1,"declaração se evidência ou spin",
1747,"C39_Folha_28-04-2022_09h28","Ainda segundo a nota, o comitê afirmou que as violações processuais ""tornaram arbitrária a proibição a Lula de concorrer à Presidência e, portanto, em violação de seus direitos políticos"".",0,,
1748,"C39_Folha_28-04-2022_09h28","De acordo com Zanin, o governo brasileiro terá que comunicar a ONU, em um prazo de até 180 dias, quais medidas ele irá tomar para ""reparar danos causados ao ex-presidente Lula"" e para evitar que procedimentos identificados na Lava Jato possam ocorrer com outros brasileiros.",0,,
1749,"C39_Folha_28-04-2022_09h28","O Comitê de Direitos Humanos da ONU concluiu que os procuradores da Lava Jato e o ex-juiz Sergio Moro foram parciais em relação aos casos investigados contra o ex-presidente Lula (PT).",0,,
1750,"C39_Folha_28-04-2022_09h28","O comitê se manifestou após ter sido provocado pela defesa de Lula, que permaneceu 580 dias presos em Curitiba pela condenação no caso referente ao tríplex de Guarujá.",0,,
1751,"C39_Folha_28-04-2022_09h28","O comitê também afirmou que instou o governo brasileiro a ""assegurar que quaisquer outros procedimentos criminais contra Lula cumpram com as garantias do devido processo legal, e a prevenir violações semelhantes no futuro"".",0,,
1752,"C39_Folha_28-04-2022_09h28","Os advogados Cristiano Zanin e Valeska Teixeira Martins, que representam o petista, afirmaram que se trata de uma ""decisão histórica"".",0,,
1753,"C39_Folha_28-04-2022_09h28_titulo","Investigação e processo penal contra ex-presidente violaram seu direito a ser julgado por um tribunal imparcial, diz órgão.",0,,
1754,"C39_Folha_28-04-2022_09h28_titulo","Lava Jato foram parciais contra Lula, afirma comitê da ONU.",0,,
1755,"C39_OGlobo_28-04-2022_09h03","""Consideramos que a comunicação não deveria ter sido admitida.",-1,,
1756,"C39_OGlobo_28-04-2022_09h03","""O ex-presidente Lula nunca foi perseguido pela Justiça.",-1,,
1757,"C39_OGlobo_28-04-2022_09h03","""O ex-presidente Lula nunca foi perseguido pela Justiça.",-1,,
1758,"C39_OGlobo_28-04-2022_09h03","“Embora o Supremo Tribunal Federal tenha anulado a condenação e prisão de Lula em 2021, essas decisões não foram suficientemente oportunas e efetivas para evitar ou reparar as violações”, comentou Bulkan.",-1,,
1759,"C39_OGlobo_28-04-2022_09h03","“Embora os Estados tenham o dever de investigar e processar os atos de corrupção e manter a população informada, especialmente em relação a um ex-chefe de Estado, tais ações devem ser conduzidas de forma justa e respeitar as garantias do devido processo legal”, declarou o membro do Comitê Arif Bulkan.",-1,,
1760,"C39_OGlobo_28-04-2022_09h03","“Essa é uma decisão histórica.",-1,,
1761,"C39_OGlobo_28-04-2022_09h03","A candidatura de Lula à presidência na eleição de 2018 foi rejeitada pelo Tribunal Superior Eleitoral (TSE) em agosto daquele ano.",0,"oportuna",
